,user_id,item_id,rating
556,30,62,4
557,15,59,3
558,33,49,3
559,7,35,2
560,34,100,3
561,7,107,2
562,48,87,5
563,38,82,5
564,41,75,5
565,37,14,4
566,20,28,2
567,7,70,2
568,40,54,5
569,18,61,3
570,29,80,3
571,48,42,3
572,46,104,3
573,40,9,3
574,12,73,2
575,3,44,1
576,25,41,2
577,18,23,2
578,30,13,1
579,24,2,2
580,22,107,1
581,10,79,3
582,37,104,2
583,9,36,5
584,24,54,2
585,33,20,4
586,42,37,5
587,23,82,5
588,29,14,2
589,13,90,4
590,19,52,5
591,2,5,1
592,23,29,2
593,23,104,4
594,42,36,2
595,49,18,4
596,49,58,3
597,50,89,4
598,40,72,5
599,40,90,2
600,12,2,4
601,8,74,2
602,6,20,1
603,25,29,4
604,10,11,3
605,12,44,2
606,36,54,4
607,39,5,2
608,4,43,3
609,42,78,3
610,15,17,2
611,22,40,3
612,11,46,1
613,41,13,4
614,45,50,1
615,49,95,4
616,14,10,5
617,21,80,1
618,38,13,1
619,11,37,4
620,14,11,1
621,36,53,3
622,50,67,3
623,5,7,4
624,50,57,1
625,20,32,3
626,7,47,1
627,32,99,4
628,3,108,5
629,10,60,1
630,46,85,2
631,1,15,1
632,5,48,4
633,46,72,3
634,2,55,4
635,27,95,5
636,5,55,2
637,29,94,2
638,36,30,1
639,16,50,3
640,9,14,4
641,36,71,2
642,10,65,1
643,50,49,1
644,31,44,5
645,49,8,5
646,21,88,2
647,49,86,3
648,30,81,1
649,18,41,3
650,9,92,3
651,39,45,1
652,31,28,3
653,29,82,1
654,42,90,3
655,42,48,2
656,20,86,4
657,5,44,1
658,39,15,4
659,43,84,2
660,41,99,5
661,10,12,3
662,18,107,2
663,35,36,5
664,24,105,2
665,42,5,2
666,12,91,4
667,2,84,2
668,50,56,5
669,41,98,5
670,40,71,4
671,22,85,3
672,1,24,1
673,12,82,4
674,1,104,5
675,40,56,1
676,20,39,2
677,39,5,5
678,6,19,4
679,43,98,4
680,44,13,5
681,34,51,2
682,23,79,3
683,11,18,3
684,35,83,2
685,21,86,5
686,23,37,3
687,45,91,3
688,33,109,5
689,7,94,1
690,18,23,4
691,43,44,4
692,9,79,2
693,3,57,1
694,41,37,2
695,36,73,3
696,6,15,2
697,18,97,3
698,30,58,3
699,39,55,3
700,23,54,2
701,40,90,4
702,34,50,5
703,41,55,5
704,49,100,4
705,40,37,4
706,24,99,5
707,11,57,4
708,5,44,1
709,47,85,5
710,38,86,4
711,35,15,3
712,4,53,1
713,43,46,3
714,5,55,3
715,24,95,5
716,29,19,1
717,28,104,5
718,31,43,1
719,5,52,3
720,12,99,4
721,47,27,3
722,23,102,5
723,37,4,5
724,22,30,3
725,44,81,3
726,3,83,1
727,45,17,3
728,41,100,5
729,17,103,3
730,39,68,3
731,5,2,4
732,10,87,5
733,29,47,3
734,3,84,2
735,38,42,1
736,45,95,2
737,35,18,5
738,4,70,2
739,4,21,1
740,31,107,2
741,30,15,5
742,4,83,1
743,48,27,5
744,24,109,2
745,47,50,5
746,23,26,1
747,16,55,3
748,37,13,4
749,36,71,5
750,33,103,1
751,31,58,4
752,45,84,5
753,22,91,5
754,49,64,5
755,39,79,2
756,35,66,4
757,45,90,3
758,21,37,2
759,3,73,1
760,42,34,2
761,8,48,5
762,40,80,3
763,45,36,5
764,44,94,4
765,13,14,3
766,4,81,5
767,46,60,3
768,19,2,1
769,32,27,1
770,3,47,1
771,3,36,2
772,13,89,1
773,6,96,4
774,3,11,1
775,32,12,4
776,22,102,3
777,29,68,4
778,1,62,3
779,40,14,5
780,24,63,4
781,35,54,4
782,14,32,4
783,46,11,5
784,10,35,3
785,1,109,5
786,27,8,2
787,18,109,1
788,14,26,3
789,30,58,1
790,20,96,4
791,14,109,2
792,21,5,4
793,45,67,2
794,10,58,4
795,44,16,1
796,48,10,5
797,11,9,3
798,39,69,5
799,7,36,4
800,33,10,4
801,31,61,2
802,34,103,2
803,33,106,4
804,36,3,3
805,28,38,1
806,25,10,1
807,12,6,1
808,9,106,4
809,38,86,3
810,35,72,3
811,19,33,3
812,43,35,5
813,28,27,1
814,40,79,5
815,41,93,5
816,46,33,1
817,2,73,4
818,13,9,1
819,6,49,5
820,1,12,2
821,6,78,1
822,26,52,3
823,44,89,2
824,46,81,3
825,14,106,5
826,5,35,5
827,25,78,4
828,18,2,4
829,49,95,1
830,6,42,4
831,36,107,3
832,3,11,3
833,48,75,1
834,27,55,1
835,43,92,2
836,23,46,3
837,32,36,4
838,17,82,2
839,18,42,1
840,46,92,2
841,8,33,1
842,11,24,3
843,9,85,5
844,42,26,1
845,21,82,2
846,3,102,1
847,19,99,1
848,34,71,2
849,38,81,2
850,12,107,3
851,10,99,1
852,34,100,3
853,47,69,5
854,43,33,4
855,39,41,2
856,5,85,5
857,27,93,2
858,19,8,1
859,47,100,3
860,35,48,4
861,2,68,2
862,9,55,4
863,17,25,3
864,34,98,1
865,46,14,5
866,37,107,2
867,44,86,2
868,19,87,4
869,45,40,4
870,12,13,2
871,38,38,3
872,48,36,4
873,2,102,5
874,38,75,2
875,18,45,5
876,23,70,5
877,22,70,5
878,13,42,4
879,40,56,2
880,7,55,4
881,50,73,3
882,24,97,1
883,48,105,1
884,45,66,2
885,18,65,5
886,44,17,1
887,11,30,2
888,45,100,1
889,9,53,1
890,21,98,3
891,45,33,5
892,4,80,2
893,19,51,3
894,9,102,5
895,6,85,5
896,18,44,5
897,43,49,1
898,6,5,2
899,8,35,2
900,29,42,2
901,46,37,4
902,40,104,1
903,19,28,4
904,46,37,1
905,43,20,3
906,37,13,5
907,16,101,5
908,5,13,4
909,30,82,4
910,47,7,2
911,14,83,5
912,23,47,1
913,22,24,3
914,10,69,2
915,33,20,4
916,5,36,3
917,2,55,5
918,16,91,2
919,22,72,3
920,9,21,1
921,21,90,2
922,43,53,2
923,20,60,2
924,10,53,4
925,19,26,1
926,35,53,2
927,19,46,2
928,3,86,3
929,42,78,2
930,33,19,1
931,32,90,1
932,38,59,5
933,29,38,1
934,29,97,2
935,46,12,4
936,4,96,4
937,44,40,2
938,37,56,5
939,25,85,3
940,44,99,1
941,17,22,1
942,21,39,3
943,37,12,2
944,14,37,4
945,42,95,5
946,39,53,3
947,32,35,2
948,45,58,4
949,29,37,4
950,21,42,4
951,24,57,5
952,7,89,4
953,13,99,1
954,12,45,1
955,29,104,5
956,23,36,5
957,6,95,4
958,40,45,2
959,20,44,2
960,40,7,1
961,23,56,3
962,27,32,4
963,31,21,1
964,40,11,4
965,26,57,5
966,1,31,1
967,23,41,5
968,4,85,5
969,37,92,3
970,16,79,1
971,19,17,4
972,40,58,1
973,25,91,2
974,4,90,1
975,21,31,1
976,39,81,1
977,35,25,4
978,9,66,1
979,42,61,5
980,49,42,2
981,3,65,3
982,34,46,5
983,30,99,2
984,10,46,5
985,13,9,2
986,2,102,1
987,49,57,3
988,15,21,2
989,9,64,5
990,50,61,5
991,19,44,5
992,46,70,4
993,41,76,1
994,41,79,4
995,30,56,1
996,45,17,1
997,14,107,3
998,33,98,5
999,38,26,3
1000,48,25,2
1001,44,17,5
1002,10,47,5
1003,1,81,1
1004,7,100,1
1005,45,61,2
1006,10,37,1
1007,33,55,3
1008,19,10,2
1009,12,90,5
1010,10,109,3
1011,21,4,1
1012,4,79,3
1013,48,34,3
1014,27,74,2
1015,35,48,4
1016,19,66,2
1017,33,104,4
1018,25,24,5
1019,27,50,3
1020,44,34,2
1021,25,97,1
1022,37,98,4
1023,36,36,4
1024,48,13,3
1025,15,41,5
1026,3,91,2
1027,23,11,3
1028,16,19,5
1029,5,46,4
1030,18,41,5
1031,18,8,2
1032,28,65,2
1033,8,20,5
1034,31,1,1
1035,9,78,1
1036,8,25,2
1037,18,66,1
1038,49,72,1
1039,1,88,1
1040,5,108,4
1041,42,80,4
1042,47,11,2
1043,15,1,5
1044,37,16,2
1045,43,107,4
1046,30,64,3
1047,43,76,2
1048,27,109,2
1049,46,99,2
1050,28,30,2
1051,18,54,1
1052,49,104,2
1053,48,26,3
1054,9,62,5
1055,22,94,4
1056,27,44,1
1057,18,101,4
1058,4,49,3
1059,14,58,2
1060,38,100,2
1061,45,78,5
1062,39,15,1
1063,16,56,5
1064,18,15,3
1065,8,2,3
1066,33,18,4
1067,48,53,4
1068,44,14,3
1069,24,29,2
1070,50,4,3
1071,1,4,1
1072,28,76,5
1073,2,65,5
1074,40,24,5
1075,37,9,2
1076,2,39,3
1077,1,37,4
1078,14,26,1
1079,50,108,3
1080,40,83,2
1081,29,62,3
1082,20,102,2
1083,43,83,3
1084,44,87,2
1085,10,67,3
1086,22,47,2
1087,47,96,4
1088,19,6,5
1089,15,86,3
1090,24,15,2
1091,33,6,2
1092,34,98,2
1093,46,81,3
1094,36,31,5
1095,13,80,5
1096,7,69,4
1097,42,84,3
1098,31,16,3
1099,45,1,4
1100,44,13,4
1101,11,41,3
1102,49,54,1
1103,26,65,3
1104,45,34,1
1105,5,24,2
1106,19,84,2
1107,30,80,3
1108,46,21,4
1109,28,86,4
1110,15,77,5
1111,42,32,2
1112,38,27,2
1113,6,86,4
1114,3,100,2
1115,50,9,4
1116,13,94,5
1117,13,22,1
1118,26,4,2
1119,21,32,2
1120,4,31,1
1121,40,103,3
1122,12,11,2
1123,12,19,4
1124,10,51,5
1125,22,45,2
1126,50,71,4
1127,32,27,2
1128,48,38,1
1129,7,58,2
1130,24,96,5
1131,1,56,2
1132,1,94,2
1133,29,15,1
1134,12,60,3
1135,2,61,4
1136,29,10,5
1137,46,99,5
1138,4,42,4
1139,40,11,5
1140,37,79,5
1141,47,79,3
1142,47,25,4
1143,31,11,5
1144,40,80,1
1145,25,53,3
1146,24,101,3
1147,18,94,3
1148,42,103,1
1149,26,33,2
1150,8,22,1
1151,16,68,1
1152,6,40,5
1153,14,23,5
1154,18,26,3
1155,22,45,1
1156,24,5,3
1157,50,65,4
1158,37,50,2
1159,1,73,2
1160,36,73,3
1161,9,65,5
1162,11,13,1
1163,40,6,5
1164,20,29,2
1165,49,77,4
1166,44,3,4
1167,5,90,3
1168,13,38,4
1169,29,22,1
1170,35,58,1
1171,37,109,3
1172,17,65,2
1173,27,47,2
1174,18,68,2
1175,18,64,3
1176,4,101,4
1177,11,79,1
1178,20,53,4
1179,30,101,5
1180,10,18,4
1181,31,97,5
1182,17,17,3
1183,29,45,2
1184,40,12,2
1185,22,57,2
1186,20,5,4
1187,11,81,2
1188,39,52,5
1189,36,2,1
1190,48,101,4
1191,3,109,4
1192,37,100,2
1193,14,28,2
1194,42,68,4
1195,28,60,3
1196,15,65,5
1197,21,1,1
1198,32,41,4
1199,23,36,5
1200,3,35,3
1201,50,41,3
1202,33,49,5
1203,48,43,5
1204,24,74,3
1205,6,54,2
1206,3,41,1
1207,41,30,3
1208,4,35,3
1209,21,104,1
1210,7,70,3
1211,31,26,4
1212,46,61,1
1213,27,35,5
1214,36,99,1
1215,1,92,1
1216,25,63,5
1217,29,75,4
1218,34,69,5
1219,49,69,4
1220,38,95,3
1221,26,94,2
1222,11,55,4
1223,9,100,1
1224,7,8,2
1225,24,108,2
1226,29,59,5
1227,22,66,4
1228,33,16,5
1229,32,69,5
1230,3,107,2
1231,26,40,1
1232,34,106,1
1233,28,97,4
1234,19,50,3
1235,13,53,5
1236,4,11,1
1237,3,74,5
1238,39,3,2
1239,16,93,1
1240,5,63,5
1241,17,71,4
1242,10,86,5
1243,6,55,2
1244,29,30,5
1245,46,76,4
1246,23,74,4
1247,27,54,5
1248,40,54,3
1249,44,17,1
